City,Brand,Model,ProdYear,BanType,Color,EngVol,EngPow,FuelType,RideDist,Gearbox,Transmission,Price,Credit,Barter,YungulLehimliDiskler,ABS,Lyuk,RainSensor,MerkeziQapanma,ParKRadar,Condisioner,SeatHeat,LeatherSalon,KsenonLamps,BackVisionCam,YanPerdeler,SeatVentilation
Tərtər,LADA (VAZ),Priora,2015,Hetçbek / Liftbek,Ağ,1.6,106,Benzin,116000,Mexaniki,Ön,13800.0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
Mingəçevir,LADA (VAZ),2107,2010,Sedan,Qara,1.5,65,Benzin,165915,Mexaniki,Arxa,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakı,LADA (VAZ),Granta,2021,Sedan,Ağ,1.6,106,Benzin,0,Mexaniki,Ön,16500.0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
Lənkəran,LADA (VAZ),2109,1989,Hetçbek / Liftbek,Qırmızı,1.5,75,Benzin,160000,Mexaniki,Ön,4900.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Bakı,LADA (VAZ),2107,2008,Sedan,Ağ,1.5,65,Benzin,223711,Mexaniki,Arxa,6000.0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0
Gəncə,LADA (VAZ),Niva,2016,Offroader / SUV,Ağ,1.7,80,Benzin,77133,Mexaniki,Tam,11000.0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Saatlı,LADA (VAZ),2106,1983,Sedan,Ağ,1.5,65,Benzin,205610,Mexaniki,Arxa,1600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gəncə,LADA (VAZ),2107,2009,Sedan,Ağ,1.5,65,Benzin,85000,Mexaniki,Arxa,8000.0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
Xaçmaz,LADA (VAZ),2107,2003,Sedan,Tünd qırmızı,1.6,75,Benzin,545000,Mexaniki,Arxa,6000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Ağstafa,LADA (VAZ),Priora,2015,Hetçbek / Liftbek,Ağ,1.6,106,Benzin,165000,Mexaniki,Ön,13000.0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0
Lənkəran,LADA (VAZ),Priora,2013,Hetçbek / Liftbek,Ağ,1.6,106,Benzin,123000,Mexaniki,Ön,12500.0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Qax,LADA (VAZ),2107,2004,Sedan,Ağ,1.6,75,Benzin,230000,Mexaniki,Arxa,3900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakı,LADA (VAZ),2107,2005,Sedan,Qırmızı,1.6,75,Benzin,133530,Mexaniki,Arxa,5500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Balakən,LADA (VAZ),2109,1990,Sedan,Mavi,1.3,65,Benzin,262006,Mexaniki,Ön,4000.0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
Xaçmaz,LADA (VAZ),Priora,2015,Hetçbek / Liftbek,Ağ,1.6,106,Benzin,128000,Mexaniki,Ön,13700.0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0
Gəncə,LADA (VAZ),2107,2009,Sedan,Ağ,1.5,65,Benzin,120000,Mexaniki,Arxa,7500.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Bakı,LADA (VAZ),2107,1991,Sedan,Bej,1.5,65,Benzin,200000,Mexaniki,Arxa,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gədəbəy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5,76,Benzin,355000,Mexaniki,Arxa,3100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumqayıt,LADA (VAZ),2107,2008,Sedan,Ağ,1.6,75,Benzin,143000,Mexaniki,Arxa,6450.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Bakı,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,1.7,80,Benzin,150000,Mexaniki,Tam,9200.0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0
Bakı,LADA (VAZ),2104,2008,Universal,Gümüşü,1.5,65,Benzin,188000,Mexaniki,Arxa,8300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Göyçay,LADA (VAZ),2107,2007,Sedan,Ağ,1.5,65,Benzin,33304,Mexaniki,Arxa,7600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Xırdalan,LADA (VAZ),21099,2001,Sedan,Gümüşü,1.6,80,Benzin,250000,Mexaniki,Ön,5600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Şirvan,LADA (VAZ),2107,2011,Sedan,Qara,1.6,75,Benzin,120000,Mexaniki,Arxa,7000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gəncə,LADA (VAZ),2106,1993,Sedan,Ağ,1.6,75,Benzin,212421,Mexaniki,Arxa,4500.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Sumqayıt,LADA (VAZ),Niva,2009,Offroader / SUV,Ağ,1.7,80,Benzin,105500,Mexaniki,Tam,7900.0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
Şəmkir,LADA (VAZ),2105,1984,Sedan,Mavi,1.3,65,Benzin,455200,Mexaniki,Arxa,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumqayıt,LADA (VAZ),2107,1990,Sedan,Tünd qırmızı,1.5,65,Benzin,370000,Mexaniki,Arxa,2040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quba,LADA (VAZ),2106,1990,Sedan,Bej,1.6,75,Benzin,248562,Mexaniki,Arxa,4000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Sumqayıt,LADA (VAZ),2110,2002,Sedan,Gümüşü,1.6,89,Benzin,369984,Mexaniki,Ön,6300.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Bakı,LADA (VAZ),2106,1989,Sedan,Sarı,1.6,75,Benzin,178965,Mexaniki,Arxa,2350.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Gəncə,LADA (VAZ),2107,2010,Sedan,Qara,1.6,75,Benzin,50845,Mexaniki,Arxa,6800.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Bakı,LADA (VAZ),2106,2005,Sedan,Ağ,1.6,75,Benzin,80000,Mexaniki,Arxa,7000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakı,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,1.7,80,Benzin,212000,Mexaniki,Tam,9700.0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1
Bakı,LADA (VAZ),2107,1995,Sedan,Ağ,1.5,65,Benzin,184512,Mexaniki,Arxa,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakı,LADA (VAZ),Granta,2019,Sedan,Göy,1.6,106,Benzin,107000,Avtomat,Ön,17000.0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0
Tovuz,LADA (VAZ),2114,2011,Hetçbek / Liftbek,Qara,1.5,75,Benzin,67667,Mexaniki,Ön,8500.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Bakı,LADA (VAZ),Priora,2016,Sedan,Ağ,1.6,106,Benzin,108000,Mexaniki,Ön,14000.0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1
Bakı,LADA (VAZ),Niva,2015,Offroader / SUV,Ağ,1.7,80,Benzin,60000,Mexaniki,Tam,12000.0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
Bakı,LADA (VAZ),2107,1991,Sedan,Ağ,1.6,75,Benzin,179989,Mexaniki,Arxa,3500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gəncə,LADA (VAZ),2106,1999,Sedan,Ağ,1.6,75,Benzin,350000,Mexaniki,Tam,4800.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zaqatala,LADA (VAZ),2115,2008,Sedan,Qara,1.5,75,Benzin,150000,Mexaniki,Ön,8400.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Şabran,LADA (VAZ),2107,2011,Sedan,Yaş Asfalt,1.6,75,Benzin,145000,Mexaniki,Arxa,7900.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
Bakı,LADA (VAZ),2107,2010,Sedan,Gümüşü,1.6,75,Benzin,100000,Mexaniki,Arxa,7600.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Beyləqan,LADA (VAZ),21011,1991,Sedan,Ağ,1.5,65,Benzin,111111,Mexaniki,Arxa,4200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Şəki,LADA (VAZ),21099,1998,Sedan,Tünd qırmızı,1.5,75,Benzin,334136,Mexaniki,Ön,5600.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Bakı,LADA (VAZ),2107,2006,Sedan,Ağ,1.5,65,Benzin,666666,Mexaniki,Arxa,6500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakı,Land Rover,Range Rover,2013,Offroader / SUV,Qara,3.0,249,Dizel,143000,Avtomat,Tam,110500.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
Bakı,Land Rover,Freelander,2003,Offroader / SUV,Gümüşü,2.5,180,Benzin,150114,Avtomat,Tam,8800.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Bakı,Land Rover,Discovery,2006,Offroader / SUV,Qara,2.7,197,Dizel,329000,Avtomat,Tam,25000.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2019,Offroader / SUV,Qara,3.0,400,Benzin,20000,Avtomat,Tam,236300.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2010,Offroader / SUV,Gümüşü,2.7,190,Dizel,217000,Avtomat,Tam,41990.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2013,Offroader / SUV,Yaş Asfalt,3.0,258,Dizel,172000,Avtomat,Tam,107100.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2021,Offroader / SUV,Qara,3.0,360,Benzin,0,Avtomat,Tam,245650.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Range Rover,2007,Offroader / SUV,Ağ,4.2,396,Benzin,228000,Avtomat,Tam,36550.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2008,Offroader / SUV,Qara,4.4,300,Benzin,145000,Avtomat,Tam,29300.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2005,Offroader / SUV,Göy,2.7,190,Dizel,210291,Avtomat,Tam,25800.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2007,Offroader / SUV,Qara,4.2,390,Benzin,168000,Avtomat,Tam,28800.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sumqayıt,Land Rover,RR Sport,2007,Offroader / SUV,Qara,4.2,396,Benzin,159000,Avtomat,Tam,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2008,Offroader / SUV,Qara,4.2,390,Benzin,160000,Avtomat,Tam,32500.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sumqayıt,Land Rover,Discovery,2012,Offroader / SUV,Qara,3.0,190,Dizel,143700,Avtomat,Tam,62560.0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0
Bakı,Land Rover,Range Rover,2016,Offroader / SUV,Boz,3.0,340,Dizel,72600,Avtomat,Tam,141100.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2008,Offroader / SUV,Qara,4.4,219,Benzin,145000,Avtomat,Tam,35700.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Yaş Asfalt,3.0,356,Dizel,150000,Avtomat,Tam,108800.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Qara,4.4,339,Dizel,132000,Avtomat,Tam,139400.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
Masallı,Land Rover,Discovery,2008,Offroader / SUV,Qara,2.7,190,Dizel,298000,Avtomat,Tam,32500.0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0
Bakı,Land Rover,RR Sport,2006,Offroader / SUV,Qara,4.2,390,Benzin,164000,Avtomat,Tam,32300.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Ağ,3.0,249,Dizel,131000,Avtomat,Tam,108800.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
Bakı,Land Rover,Discovery,2014,Offroader / SUV,Boz,3.0,249,Dizel,115000,Avtomat,Tam,69700.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Range Rover,2008,Offroader / SUV,Ağ,4.2,396,Benzin,222200,Avtomat,Tam,34850.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2012,Offroader / SUV,Ağ,5.0,375,Benzin,157000,Avtomat,Tam,48790.0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Bakı,Land Rover,Discovery,2016,Offroader / SUV,Yaşıl,3.0,340,Benzin,10200,Avtomat,Tam,101660.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Bakı,Land Rover,Discovery,2008,Offroader / SUV,Qara,4.4,286,Benzin,167000,Avtomat,Tam,31300.0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0
Bakı,Land Rover,Discovery,2017,Offroader / SUV,Boz,3.0,340,Benzin,41650,Avtomat,Tam,106250.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Discovery,2005,Offroader / SUV,Göy,2.7,190,Dizel,160000,Avtomat,Tam,22900.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
Bakı,Land Rover,Range Rover,2020,Offroader / SUV,Qara,3.0,258,Dizel,0,Avtomat,Tam,229500.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Range Rover,2021,Offroader / SUV,Qara,3.0,400,Benzin,0,Avtomat,Tam,325275.5825,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2020,Offroader / SUV,Qara,3.0,340,Dizel,25000,Avtomat,Tam,204000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Freelander,2004,Offroader / SUV,Qara,2.5,177,Benzin,185000,Avtomat,Tam,7000.0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1
Bakı,Land Rover,Range Rover,2016,Offroader / SUV,Qara,3.0,348,Dizel,75000,Avtomat,Tam,134130.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Freelander,2011,Offroader / SUV,Ağ,3.2,233,Benzin,107000,Avtomat,Tam,34850.0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Bakı,Land Rover,RR Sport,2018,Offroader / SUV,Qara,3.0,340,Benzin,2000,Avtomat,Tam,174343.5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Bakı,Land Rover,Range Rover,2019,Offroader / SUV,Boz,3.0,286,Dizel,40000,Avtomat,Tam,183600.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
Bakı,Land Rover,RR Sport,2007,Offroader / SUV,Qara,3.6,277,Dizel,254000,Avtomat,Tam,38250.0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0
Bakı,Land Rover,RR Sport,2011,Offroader / SUV,Qara,3.0,245,Dizel,225000,Avtomat,Tam,52700.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sumqayıt,Land Rover,RR Sport,2009,Offroader / SUV,Qara,3.0,245,Dizel,187300,Avtomat,Tam,41650.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Bakı,Land Rover,Discovery,2014,Offroader / SUV,Ağ,3.0,280,Dizel,230000,Avtomat,Tam,59500.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2010,Offroader / SUV,Qara,2.7,190,Dizel,319000,Avtomat,Tam,42500.0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
Bakı,Land Rover,Discovery,2017,Offroader / SUV,Qara,3.0,340,Benzin,0,Avtomat,Tam,123250.0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
Bakı,Land Rover,RR Sport,2008,Offroader / SUV,Ağ,4.4,300,Benzin,145000,Avtomat,Tam,45050.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Bakı,Land Rover,Discovery,2014,Offroader / SUV,Yaş Asfalt,3.0,340,Dizel,134000,Avtomat,Tam,64600.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2018,Offroader / SUV,Qara,3.0,340,Benzin,29000,Avtomat,Tam,150450.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Bakı,Land Rover,Range Rover,2006,Offroader / SUV,Ağ,2.7,190,Dizel,230000,Avtomat,Tam,32500.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2007,Offroader / SUV,Qara,4.2,396,Benzin,143010,Avtomat,Tam,36210.0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Bakı,Land Rover,Discovery,2017,Offroader / SUV,Qara,3.0,340,Dizel,79500,Avtomat,Tam,139400.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2005,Offroader / SUV,Ağ,4.4,306,Benzin,256320,Avtomat,Tam,28390.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2015,Offroader / SUV,Ağ,3.0,211,Dizel,111000,Avtomat,Tam,73950.0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Range Rover,2010,Offroader / SUV,Boz,3.6,271,Dizel,178000,Avtomat,Tam,54400.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2014,Offroader / SUV,Tünd qırmızı,3.0,340,Benzin,79000,Avtomat,Tam,98600.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2008,Offroader / SUV,Ağ,4.2,390,Benzin,194000,Avtomat,Tam,37400.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,RR Sport,2007,Offroader / SUV,Qara,2.7,190,Dizel,176234,Avtomat,Tam,30500.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Sumqayıt,Land Rover,Discovery,2016,Offroader / SUV,Yaş Asfalt,3.0,249,Dizel,71000,Avtomat,Tam,79730.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2005,Offroader / SUV,Qara,4.4,306,Benzin,185000,Avtomat,Tam,27500.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2016,Offroader / SUV,Ağ,3.0,340,Benzin,73000,Avtomat,Tam,94350.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Gəncə,Land Rover,Freelander,2003,Offroader / SUV,Qara,1.8,115,Benzin,100000,Mexaniki,Tam,6300.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
Bakı,Land Rover,Discovery,2011,Offroader / SUV,Qara,5.0,375,Benzin,238000,Avtomat,Tam,39100.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2015,Offroader / SUV,Yaş Asfalt,3.0,258,Dizel,128000,Avtomat,Tam,114750.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2013,Offroader / SUV,Qara,3.0,248,Dizel,175000,Avtomat,Tam,98600.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2020,Offroader / SUV,Qara,3.0,360,Benzin,0,Avtomat,Tam,270300.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2020,Offroader / SUV,Qara,3.0,360,Benzin,0,Avtomat,Tam,266900.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Bakı,Land Rover,Range Rover,2021,Offroader / SUV,Qara,3.0,400,Benzin,0,Avtomat,Tam,320450.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Sumqayıt,Land Rover,RR Sport,2006,Offroader / SUV,Qara,4.2,390,Benzin,152000,Avtomat,Arxa,34850.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Balakən,Land Rover,Range Rover,2008,Offroader / SUV,Ağ,4.2,396,Benzin,225000,Avtomat,Tam,36550.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2014,Offroader / SUV,Qara,3.0,340,Benzin,91000,Avtomat,Tam,73950.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sumqayıt,Land Rover,RR Sport,2007,Offroader / SUV,Qara,2.7,190,Dizel,241000,Avtomat,Tam,27900.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Bakı,Land Rover,RR Sport,2017,Offroader / SUV,Boz,3.0,306,Dizel,35000,Avtomat,Tam,122400.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2017,Offroader / SUV,Ağ,2.0,240,Dizel,0,Avtomat,Tam,111350.0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
Bakı,Land Rover,RR Sport,2018,Offroader / SUV,Boz,3.0,306,Dizel,59000,Avtomat,Tam,116450.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Range Rover,2008,Offroader / SUV,Qara,4.2,396,Benzin,161000,Avtomat,Tam,41650.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2015,Offroader / SUV,Boz,3.0,256,Benzin,138500,Avtomat,Arxa,71400.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2007,Offroader / SUV,Qara,2.7,190,Dizel,340000,Avtomat,Tam,28000.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Xaçmaz,Land Rover,RR Sport,2006,Offroader / SUV,Ağ,4.2,390,Benzin,157270,Avtomat,Tam,29300.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2014,Offroader / SUV,Qara,3.6,306,Dizel,141000,Avtomat,Tam,43350.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2020,Offroader / SUV,Qara,3.0,249,Dizel,2700,Avtomat,Tam,176800.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Discovery,2010,Offroader / SUV,Ağ,2.7,190,Dizel,190000,Avtomat,Tam,37060.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Qara,3.0,340,Benzin,89000,Avtomat,Tam,105230.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
Bakı,Land Rover,Discovery,2013,Offroader / SUV,Qara,5.0,375,Benzin,126200,Avtomat,Tam,65450.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Bakı,Land Rover,Discovery,2010,Offroader / SUV,Qəhvəyi,3.0,245,Dizel,199000,Avtomat,Tam,43350.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Range Rover,2020,Offroader / SUV,Qara,3.0,400,Benzin,12100,Avtomat,Tam,261460.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2021,Offroader / SUV,Qara,3.0,400,Benzin,0,Avtomat,Tam,330480.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2008,Offroader / SUV,Ağ,2.7,190,Dizel,220000,Avtomat,Tam,27400.0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Göy,3.0,340,Benzin,115000,Avtomat,Tam,107100.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2010,Offroader / SUV,Qara,3.0,249,Dizel,275000,Avtomat,Tam,43350.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2020,Offroader / SUV,Boz,3.0,340,Dizel,20700,Avtomat,Tam,211650.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2016,Offroader / SUV,Ağ,3.0,340,Benzin,61000,Avtomat,Tam,117300.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Ağ,3.0,340,Benzin,118500,Avtomat,Tam,118150.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Range Rover,2005,Offroader / SUV,Ağ,4.4,286,Benzin,255000,Avtomat,Tam,26000.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2012,Offroader / SUV,Ağ,5.0,375,Benzin,158300,Avtomat,Tam,48960.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Gəncə,Land Rover,Range Rover,2003,Offroader / SUV,Göy,4.2,396,Benzin,156000,Avtomat,Tam,21500.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Discovery,2007,Offroader / SUV,Boz,2.7,190,Dizel,320000,Avtomat,Tam,25800.0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0
Bakı,Land Rover,RR Sport,2015,Offroader / SUV,Ağ,3.0,340,Benzin,87700,Avtomat,Tam,112200.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Land Rover,Range Rover,2006,Offroader / SUV,Qara,4.2,396,Benzin,306000,Avtomat,Tam,33000.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,Range Rover,2003,Offroader / SUV,Göy,4.4,286,Benzin,251000,Avtomat,Tam,25800.0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
Bakı,Land Rover,Range Rover,2004,Offroader / SUV,Ağ,4.4,286,Benzin,160000,Avtomat,Tam,25800.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Sumqayıt,Land Rover,Range Rover,1999,Offroader / SUV,Göy,4.6,226,Benzin,109000,Avtomat,Tam,16500.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Land Rover,RR Sport,2010,Offroader / SUV,Qara,3.0,245,Dizel,144000,Avtomat,Tam,45050.0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0
Gəncə,Land Rover,Discovery,1994,Offroader / SUV,Yaşıl,2.5,113,Dizel,300000,Mexaniki,Tam,8500.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Bakı,Land Rover,Discovery,2010,Offroader / SUV,Ağ,5.0,375,Benzin,117000,Avtomat,Tam,47090.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
